,[Case folder],[DLC],[Windspeed],[case_id],[res_dir],[run_dir],[sim_id],[wdir],[wsp],absmax,channel,channel_desc,channel_name,channel_nr,channel_units,int,m=10.0,m=12.0,m=3.0,m=4.0,m=6.0,m=8.0,m=9.0,max,mean,min,neq,range,rms,std
10,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,4593.6320000000005,Ae rot. torque,Aero rotor torque,Ae rot. torque,10,kNm,1140047.067817541,2434.685858688133,2678.630970742075,1162.5174372258157,1389.350596073198,1784.476427406494,2135.8178792069752,2292.3477529017064,4593.6320000000005,1900.0942584202892,-12.201835,600.0,4605.833835,2115.7903820857696,930.704437533697
11,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,2409.2384,Ae rot. power,Aero rotor power,Ae rot. power,11,kW,597646.2535664917,1276.920851273334,1404.8381610395322,609.4984209681271,728.5606847383444,935.9599356873797,1120.2186290723625,1202.2895192122762,2409.2384,996.0853194195199,-6.3242508,600.0,2415.5626508,1109.374594223774,488.3912639944377
12,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,714.896,Ae rot. thrust,Aero rotor thrust,Ae rot. thrust,12,kN,260968.7095437278,279.13596882134857,311.1020339546101,108.40505166426263,134.88867785075973,189.27466376916,238.91999748117712,260.1878072820971,714.896,434.955749937066,159.377127,600.0,555.518873,446.7530497190343,101.9891319207306
13,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,2.646976,windspeed-global-Vx-0.00-0.00--150.00,"Free wind speed Vx, gl. coo, of gl. pos    0.00,   0.00,-150.00","WSP gl. coo.,Vx",13,m/s,-16.346834945240538,2.9080899208112343,3.1565791430286207,1.0692146142268188,1.4877279311384901,2.130875233658411,2.580753015428559,2.7564705143457364,2.4152001640000003,-0.02724229282114723,-2.646976,600.0,5.062176164,1.0192681476318664,1.018904026029306
14,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,7.105376,windspeed-global-Vy-0.00-0.00--150.00,"Free wind speed Vy, gl. coo, of gl. pos    0.00,   0.00,-150.00","WSP gl. coo.,Vy",14,m/s,2412.545726660953,3.5363562999654667,3.904396357121836,1.037763454451433,1.5606669826479895,2.423948564610875,3.0599428885404714,3.3143818260413718,7.105376,4.021008554402309,0.364816649,600.0,6.740559351,4.235711765367505,1.3314444654945425
15,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,2.5937472,windspeed-global-Vz-0.00-0.00--150.00,"Free wind speed Vz, gl. coo, of gl. pos    0.00,   0.00,-150.00","WSP gl. coo.,Vz",15,m/s,-21.568597271399113,2.64500718318356,2.8999297770897785,0.926799907763038,1.2851856312403998,1.8739940102069528,2.3137791090454067,2.4906907630792436,2.250886242,-0.035946232451564905,-2.5937472,600.0,4.844633442,0.851613719434784,0.850854744067448
16,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,120648.31999999999,tower-tower-node-001-momentvec-x,MomentMx Mbdy:tower nodenr:   1 coo: tower  tower base,Mx coo: tower,16,kNm,-1028489.8439582988,140127.84028549882,148694.90995449063,81365.58149496364,95740.77434713552,115586.83906756138,129469.48668022343,135112.001749009,120648.31999999999,-1714.7312647237345,-111181.19714,600.0,231829.51714,44478.771265502444,44445.7060915751
17,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,35662.08,tower-tower-node-001-momentvec-y,MomentMy Mbdy:tower nodenr:   1 coo: tower  tower base,My coo: tower,17,kNm,1371812.9701631202,39075.06860347371,42018.355838749776,20667.889391919944,24646.887178072073,30768.317911909944,35410.30828110202,37346.19666564506,35662.08,2286.300100529677,-31655.668200000004,600.0,67317.7482,9934.859758489794,9668.209258760175
18,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,16501.888000000003,tower-tower-node-001-momentvec-z,MomentMz Mbdy:tower nodenr:   1 coo: tower  tower base,Mz coo: tower,18,kNm,1243346.6249840984,16217.58856555848,18064.0289295428,7573.202538126015,8917.476120710297,11489.830098067296,13997.91659238361,15153.700473580835,16501.888000000003,2072.2961413854987,-15886.161304000001,600.0,32388.049304000004,5524.713349441372,5121.3324726963465
19,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,78001.59999999999,tower-tower-node-011-momentvec-x,MomentMx Mbdy:tower nodenr:  11 coo: tower  tower yaw bearing,Mx coo: tower,19,kNm,-38851060.084725015,14241.06248405119,15731.960964142712,7575.575545643928,8704.354449702705,10697.991336122805,12541.474110790541,13413.87510781997,-49945.3995,-64753.091934243064,-78001.59999999999,600.0,28056.20049999999,64881.881859785746,4086.0345841201256
20,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,4876.544,tower-tower-node-011-momentvec-y,MomentMy Mbdy:tower nodenr:  11 coo: tower  tower yaw bearing,My coo: tower,20,kNm,1039160.0103057278,2837.17943414998,3148.825211225223,1062.279617281606,1317.3936367947074,1912.47479019961,2434.323575759558,2649.1266035780536,4876.544,1731.9480970336087,-631.817232,600.0,5508.361232,1977.3110117035365,953.9992799712588
21,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,16444.896,tower-tower-node-011-momentvec-z,MomentMz Mbdy:tower nodenr:  11 coo: tower  tower yaw bearing,Mz coo: tower,21,kNm,1243352.0285541487,16145.687214168109,17991.27987504851,7478.890230383969,8820.687037031312,11400.866741226275,13921.279098875788,15080.395066869185,16444.896,2072.303316595515,-15821.017758,600.0,32265.913758000002,5514.37095593109,5110.170838988031
22,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,30906.112,shaft-shaft-node-001-momentvec-x,MomentMx Mbdy:shaft nodenr:   1 coo: shaft  main bearing,Mx coo: shaft,22,kNm,-3602.0122810878534,38664.09666677158,40741.8843951949,20669.707653151494,25612.538986927317,31960.410516972235,35908.38309225148,37394.18770660957,30906.112,-6.055847735460811,-30112.211248,600.0,61018.323248,14557.474704399594,14557.473444796013
23,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,32000.320000000003,shaft-shaft-node-001-momentvec-y,MomentMy Mbdy:shaft nodenr:   1 coo: shaft  main bearing,My coo: shaft,23,kNm,-19561.225297797602,38315.92197211524,40341.73519886641,20623.023722154903,25515.829729539597,31765.95661725557,35629.0025310907,37078.333858638674,28515.285150000003,-32.651487364289416,-32000.320000000003,600.0,60515.60515,14572.93410736717,14572.897528564303
24,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,4156.768,shaft-shaft-node-001-momentvec-z,MomentMz Mbdy:shaft nodenr:   1 coo: shaft  main bearing,Mz coo: shaft,24,kNm,-1139310.6130283356,1943.6832044553926,2165.131657588448,593.4953364252898,819.3392838146085,1285.769633520991,1659.1921605862274,1810.800271209033,-304.483256,-1898.8647229652313,-4156.768,600.0,3852.284744,2066.8715009845387,816.2539834268683
25,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,22961.120000000003,blade1-blade1-node-003-momentvec-x,MomentMx Mbdy:blade1 nodenr:   3 coo: blade1  blade 1 root,Mx coo: blade1,25,kNm,-7128886.687037217,11380.107222444758,12300.296268252074,5522.111942783277,6787.510021812822,8758.713390543653,10231.613667954953,10839.221963950764,-2735.960955,-11881.712496592132,-22961.120000000003,600.0,20225.159045000004,12360.17358003727,3405.700967051612
26,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,12657.408,blade1-blade1-node-003-momentvec-y,MomentMy Mbdy:blade1 nodenr:   3 coo: blade1  blade 1 root,My coo: blade1,26,kNm,-62628.909789336765,17675.919318571476,18448.747411955832,9853.441261539583,12127.846980700795,14937.434807894952,16588.83703175159,17182.8937056723,12320.404512000001,-104.34310167689594,-12657.408,600.0,24977.812512,7635.242327598535,7634.529318712789
27,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,150.4144,blade1-blade1-node-003-momentvec-z,MomentMz Mbdy:blade1 nodenr:   3 coo: blade1  blade 1 root,Mz coo: blade1,27,kNm,-12532.352121336737,138.24980063614365,148.97756912760278,68.1628192517058,84.5900231180079,108.36847699286108,125.19251745550878,132.07757912095138,102.1501794,-20.887786052721093,-150.4144,600.0,252.5645794,49.237946954150935,44.587843792624845
28,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,22801.472,blade2-blade2-node-003-momentvec-x,MomentMx Mbdy:blade2 nodenr:   3 coo: blade2  blade 2 root,Mx coo: blade2,28,kNm,-7127647.009644319,10967.842569514965,11873.086493143996,5427.441525717095,6629.508007998154,8479.773929980063,9865.735820553415,10445.472968792503,-2760.403204,-11879.65968703542,-22801.472,600.0,20041.068796,12355.628617793696,3396.357499007803
29,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,12527.552,blade2-blade2-node-003-momentvec-y,MomentMy Mbdy:blade2 nodenr:   3 coo: blade2  blade 2 root,My coo: blade2,29,kNm,-72011.71426620964,17661.076871037556,18430.762536710397,9846.774004329543,12119.19799710001,14927.002444377205,16576.54047434702,17169.408682296536,12527.552,-120.07227115038698,-12197.920788,600.0,24725.472788,7629.242081653311,7628.297148785598
30,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,147.9136,blade2-blade2-node-003-momentvec-z,MomentMz Mbdy:blade2 nodenr:   3 coo: blade2  blade 2 root,Mz coo: blade2,30,kNm,-12596.868965200636,141.57209404829746,152.56525643858348,68.79721357942722,85.66250479374081,110.37502320538225,127.98250662997647,135.16759509674068,106.4007237,-20.996288248490767,-147.9136,600.0,254.3143237,48.98847201884982,44.26088872275267
31,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,23704.128,blade3-blade3-node-003-momentvec-x,MomentMx Mbdy:blade3 nodenr:   3 coo: blade3  blade 3 root,Mx coo: blade3,31,kNm,-7135061.667864037,11264.747616216413,12246.645558802502,5473.286501805686,6705.140602721783,8623.90295071853,10084.89090447244,10703.40555130125,-2609.676342,-11891.981305709329,-23704.128,600.0,21094.451658,12368.689519133251,3400.773595136057
32,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,12752.672,blade3-blade3-node-003-momentvec-y,MomentMy Mbdy:blade3 nodenr:   3 coo: blade3  blade 3 root,My coo: blade3,32,kNm,-72071.22765675015,17687.827299213324,18465.59705398187,9851.000162873695,12126.273475324197,14939.731474807684,16595.842955089465,17192.340822488233,12403.966125,-120.13081080676396,-12752.672,600.0,25156.638125,7632.5995042554305,7631.654065840252
33,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,154.35392000000002,blade3-blade3-node-003-momentvec-z,MomentMz Mbdy:blade3 nodenr:   3 coo: blade3  blade 3 root,Mz coo: blade3,33,kNm,-12530.451768250485,143.9269949966481,155.60789444317783,69.49936222195795,86.57989560689623,111.70514721995318,129.77310650474476,137.22502945997974,111.63164908,-20.88476893407989,-154.35392000000002,600.0,265.98556908,49.203954379748275,44.551717735396046
34,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,0.10981728,global-tower-elem-010-zrel-1.00-State pos-x,State pos x  Mbdy:tower E-nr:  10 Z-rel:1.00 coo: global  tower top fa displ,State pos x  coo: global,34,m,-7.521509244678118,0.1126126110568443,0.1216448762668037,0.05554454106026829,0.06771450672387365,0.08669855434662067,0.10123128117173746,0.107260078346076,0.08643992652,-0.012535928144642272,-0.10981728,600.0,0.19625720652,0.03234540904005258,0.02981737734142082
35,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,0.5486592,global-tower-elem-010-zrel-1.00-State pos-y,State pos y  Mbdy:tower E-nr:  10 Z-rel:1.00 coo: global  tower top ss displ,State pos y  coo: global,35,m,-119.65282432676976,0.4174520793621693,0.44428898582157605,0.23904427467160666,0.2821398375316824,0.3420367293827766,0.38445861084418204,0.4018741911388785,0.1650606912,-0.1994273502432494,-0.5486592,600.0,0.7137198912,0.24325933364172106,0.13929765029881455
36,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,0.469264,global-tower-elem-010-zrel-1.00-State acc-x,State acc x  Mbdy:tower E-nr:  10 Z-rel:1.00 coo: global  tower top fa acc,State acc x  coo: global,36,m/s^2,-0.010599890125801623,0.53035340714046,0.5618823927547343,0.39951724630440577,0.4133083575202199,0.45513521246491895,0.49490233167540587,0.5131499325837322,0.469264,-1.2729975799596646e-05,-0.440932186,600.0,0.9101961860000001,0.1105821733938032,0.1105821726610796
37,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,0.8437856,global-tower-elem-010-zrel-1.00-State acc-y,State acc y  Mbdy:tower E-nr:  10 Z-rel:1.00 coo: global  tower top ss acc,State acc y  coo: global,37,m/s^2,0.3065014523582692,1.0422861886153378,1.1013197808162536,0.6239665971721123,0.7294014753365061,0.8716380739754879,0.968673214748154,1.0076990860692383,0.8437856,0.0005233992626243747,-0.8025192105,600.0,1.6463048105,0.3066386477112776,0.30663820101776584
38,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,0.7211424,blade1-blade1-elem-009-zrel-1.00-State pos-x,State pos x  Mbdy:blade1 E-nr:   9 Z-rel:1.00 coo: blade1  blade 1 tip pos,State pos x  coo: blade1,38,m,12.706649689207097,0.9185498448113822,0.9610666179674525,0.5073673189040228,0.6252916881389541,0.772229291634163,0.8598636229328712,0.8918018000512993,0.7211424,0.02118012312647708,-0.6208359993,600.0,1.3419783992999998,0.39000811114326583,0.3894325732933567
39,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,1.3654976,blade1-blade1-elem-009-zrel-1.00-State pos-y,State pos y  Mbdy:blade1 E-nr:   9 Z-rel:1.00 coo: blade1  blade 1 tip pos,State pos y  coo: blade1,39,m,272.4479090791585,0.9069110217984755,0.9851945725354998,0.4336287595893081,0.5360696998797104,0.6931530369054478,0.8118049503153412,0.8617750471778557,1.3654976,0.4540876017697906,-0.311717499,600.0,1.677215099,0.532453532505755,0.27804894208900705
40,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,70.42496,blade1-blade1-elem-009-zrel-1.00-State pos-z,State pos z  Mbdy:blade1 E-nr:   9 Z-rel:1.00 coo: blade1  blade 1 tip pos,State pos z  coo: blade1,40,m,42251.78169162678,0.008176255582910933,0.00874264613927328,0.004205749735751146,0.005166768724343764,0.006521330047192766,0.007462470783731992,0.007841437682976996,70.42496,70.42110325218435,70.41175532,600.0,0.01320468000000119,70.42110330454663,0.002715855279152993
41,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,0.7013056000000001,blade2-blade2-elem-009-zrel-1.00-State pos-x,State pos x  Mbdy:blade2 E-nr:   9 Z-rel:1.00 coo: blade2  blade 2 tip pos,State pos x  coo: blade2,41,m,12.219973838189638,0.9169839529799921,0.9594787281727465,0.5064084896654449,0.6240991745759297,0.7708265690799521,0.858357389290765,0.890261080208616,0.7013056000000001,0.020364296217470212,-0.6380346854000001,600.0,1.3393402854,0.38941249308850445,0.38887965389432955
42,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,1.3754752,blade2-blade2-elem-009-zrel-1.00-State pos-y,State pos y  Mbdy:blade2 E-nr:   9 Z-rel:1.00 coo: blade2  blade 2 tip pos,State pos y  coo: blade2,42,m,272.2782316728023,0.9046328609469907,0.984318128920876,0.43290077426516244,0.5346936714404705,0.6905918126366046,0.8088422265283507,0.8590313434211829,1.3754752,0.4538041071251598,-0.309696838,600.0,1.685172038,0.5318968744644212,0.2774457017532472
43,dlc11_iec61400-1ed3,11,4,dlc11_wsp04_wdir000_s1001,res/dlc11_iec61400-1ed3/,/mnt/mimer/hawc2sim/iea15mw/NoFPM_notorsion_DLC11,NoFPM_notorsion_DLC11,0,4,70.42496,blade2-blade2-elem-009-zrel-1.00-State pos-z,State pos z  Mbdy:blade2 E-nr:   9 Z-rel:1.00 coo: blade2  blade 2 tip pos,State pos z  coo: blade2,43,m,42251.703557058936,0.008163048355554462,0.00873260577060361,0.004180860243087236,0.005146624272327208,0.006503508958404092,0.007446390864330092,0.00782669705037342,70.42496,70.42097355072545,70.41175532,600.0,0.01320468000000119,70.42097360315859,0.0027177615484800764
